table_catalog,table_schema,table_name,ordinal_position,column_name,full_data_type,is_nullable,comment
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,0,employee_id,string,YES,Unique identifier for the employee
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,1,language_id,string,YES,Language identifier as a string
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,2,language,string,YES,Language of the content
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,3,language_proficiency_level_id,string,YES,Language proficiency level identifier
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,4,code,string,YES,Code represented as a string
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,5,level,int,YES,Level or tier identifier
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,6,etl_date,timestamp,YES,Timestamp of when the data was last processed by ETL
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,7,ingest_ts,timestamp,YES,Timestamp when data was ingested
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_language_proficiency,8,ingest_ts_offset,string,YES,Timestamp offset in string format
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,0,employee_id,string,YES,Unique identifier for the employee
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,1,skill_id,string,YES,Unique identifier for a skill
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,2,skill_name,string,YES,Name of the skill
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,3,proficiency,int,YES,Level of skill or competence measured on a numerical scale
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,4,experience_value,double,YES,Numerical value representing experience
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,5,last_used_year_value,int,YES,Most recent year the data was used
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,6,etl_date,timestamp,YES,Timestamp of when the data was processed by ETL
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,7,ingest_ts,timestamp,YES,Timestamp when data was ingested
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_employee_skill,8,ingest_ts_offset,string,YES,Timestamp offset in string format
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,0,employee_id,string,YES,Unique identifier for the employee
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,1,company_name,string,YES,Name of the company
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,2,description,string,YES,Free text description
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,3,start_date,timestamp,YES,Timestamp when the business event or record started
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,4,end_date,timestamp,YES,Timestamp when the record ends
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,5,role,string,YES,Employee role or position
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,6,responsibilities,string,YES,Employee responsibilities or job duties
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,7,customer,string,YES,Customer name or identifier
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,8,etl_date,timestamp,YES,Timestamp of when the data was processed by ETL
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,9,ingest_ts,timestamp,YES,Timestamp when data was ingested
luxoft_dev,datawarehouse_gld,gold_luxskill_benchiq_job_experience,10,ingest_ts_offset,string,YES,Timestamp offset for data ingest in string format
delivery_dev,service_project_management_gld,assignment_allocation,0,udp_update_utc_ts,timestamp,YES,
delivery_dev,service_project_management_gld,assignment_allocation,1,udp_create_utc_ts,timestamp,YES,
delivery_dev,service_project_management_gld,assignment_allocation,2,source_create_utc_ts,timestamp,YES,
delivery_dev,service_project_management_gld,assignment_allocation,3,source_update_utc_ts,timestamp,YES,
delivery_dev,service_project_management_gld,assignment_allocation,4,source_file_nm,string,YES,
delivery_dev,service_project_management_gld,assignment_allocation,5,source_file_ts,timestamp,YES,
delivery_dev,service_project_management_gld,assignment_allocation,6,resource_id,string,YES,
delivery_dev,service_project_management_gld,assignment_allocation,7,assignment_id,string,YES,The primary key for this table
delivery_dev,service_project_management_gld,assignment_allocation,8,resource_request_id,string,YES,
delivery_dev,service_project_management_gld,assignment_allocation,9,hourly_bill_rate_usd_amt,"decimal(18,2)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,10,hourly_cost_rate_usd_amt,"decimal(18,2)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,11,allctn_hrs_qty,"decimal(38,18)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,12,allctn_yr_mth_id,int,YES,
delivery_dev,service_project_management_gld,assignment_allocation,13,avail_hrs_qty,"decimal(38,6)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,14,allctn_fte_qty,"decimal(16,3)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,15,total_monthly_bill_rate_usd_amt,"decimal(18,2)",YES,
delivery_dev,service_project_management_gld,assignment_allocation,16,total_monthly_cost_rate_usd_amt,"decimal(18,2)",YES,
delivery_dev,service_project_management_gld,contact,0,id,string,YES,"Unique identifier, string data type.
Alias: `Contact Record Identifier`
key constraints: This column acts as primary key for the `contact` table"
delivery_dev,service_project_management_gld,contact,1,delivery_role_id,string,YES,"Identifier for the delivery role, stored as a string.
Alias: `Delivery Role Identifier`
key constraints: `delivery_role_id` is a foreign key column in this table which refers to `delviery_role` table where the primary key column is `id`."
delivery_dev,service_project_management_gld,contact,2,account_id,string,YES,"A string representing the unique identifier for an account.
Alias: `Account Identifier`"
delivery_dev,service_project_management_gld,contact,3,account_nm,string,YES,"Account name, represented as a string
Alias: `Account Name`"
delivery_dev,service_project_management_gld,contact,4,account_record_type_contact_nm,string,YES,"Type of contact record for the account
Alias: `Account Record Type Contact Name`"
delivery_dev,service_project_management_gld,contact,5,active_ind,boolean,YES,Indicator for active status; boolean data type
delivery_dev,service_project_management_gld,contact,6,billable_external_hours_nbr,"decimal(16,2)",YES,"Decimal values representing billable external hours for a given entity.
Alias: `Bill Able External Hours Number`"
delivery_dev,service_project_management_gld,contact,7,billable_internal_hours_nbr,"decimal(16,2)",YES,"Records the number of billable internal hours as a decimal.
Alias: `Bill Able Internal Hours Number`"
delivery_dev,service_project_management_gld,contact,8,case_safe_id,string,YES,"A string representing a unique identifier for each record.
Alias: `Case Safe Identifier`"
delivery_dev,service_project_management_gld,contact,9,contact_full_nm,string,YES,"Contact's full name, string data type.
Alias: `Contact Full Name`"
delivery_dev,service_project_management_gld,contact,10,cost_centre_nm,string,YES,"Cost centre name, stored as a string.
Alias: `Cost Centre Name`"
delivery_dev,service_project_management_gld,contact,11,country_iso_cd,string,YES,"Country ISO code, string data type.
Alias: `Country Iso Code`"
delivery_dev,service_project_management_gld,contact,12,country_nm,string,YES,"Country name, stored as a string.
Alias: `Country Name`"
delivery_dev,service_project_management_gld,contact,13,created_by_employee_email_txt,string,YES,"The email address of the employee who created the record, stored as a string."
delivery_dev,service_project_management_gld,contact,14,created_by_employee_nm,string,YES,"The username or ID of the employee who created the record, stored as a string.
Alias: `Created By Employee Name`"
delivery_dev,service_project_management_gld,contact,15,created_by_employee_reference_nbr,string,YES,"Employee reference number for the creator of the record.
Alias: `Created By Employee Reference Number`"
delivery_dev,service_project_management_gld,contact,16,created_by_id,string,YES,"Identifier for the creator of the record, stored as a string.
Alias: `Created By Identifier`"
delivery_dev,service_project_management_gld,contact,17,created_dt,timestamp,YES,"Timestamp indicating when a record was created.
Alias: `Created Date`"
delivery_dev,service_project_management_gld,contact,18,credited_non_billable_internal_hours_nbr,"decimal(16,2)",YES,"Records the number of non-billable hours credited for internal tasks, stored as a decimal value.
Alias: `Credited Non Bill Able Internal Hours Number`"
delivery_dev,service_project_management_gld,contact,19,currency_iso_cd,string,YES,"The ISO 4217 currency code represented as a string.
Alias: `Currency ISO Code`"
delivery_dev,service_project_management_gld,contact,20,current_time_period_id,string,YES,"Identifier for the current time period, stored as a string.
Alias: `Current Time Period Identifier`"
delivery_dev,service_project_management_gld,contact,21,current_time_period_nm,string,YES,"Contains the current time period label as a string.
Alias: `Current Time Period Name`"
delivery_dev,service_project_management_gld,contact,22,default_cost_rate_lc_amt,"decimal(38,18)",YES,"Default cost rate lower currency amount, represented as a decimal."
delivery_dev,service_project_management_gld,contact,23,default_cost_rate_usd_amt,"decimal(18,2)",YES,"Default cost rate in USD, stored as a decimal value."
delivery_dev,service_project_management_gld,contact,24,delivery_role_nm,string,YES,"Role related to order delivery, string value.
Alias: `Delivery Role Name`"
delivery_dev,service_project_management_gld,contact,25,email_txt,string,YES,"Text field containing email addresses.
Alias: `Contact Email `"
delivery_dev,service_project_management_gld,contact,26,exclude_from_resource_planner_ind,boolean,YES,Indicator flagging records to be excluded from resource planning (Boolean)
delivery_dev,service_project_management_gld,contact,27,exclude_from_time_calculations_ind,boolean,YES,Indicator specifying whether to exclude data from time calculations (Boolean type)
delivery_dev,service_project_management_gld,contact,28,excluded_hours_nbr,"decimal(16,2)",YES,"Excluded hours for non-branded activities (decimal)
Alias: `Excluded Hours Number`"
delivery_dev,service_project_management_gld,contact,29,external_resource_ind,boolean,YES,"Indicator for external resource usage, boolean data type."
delivery_dev,service_project_management_gld,contact,30,first_name_local_nm,string,YES,"Local first name of the individual, represented as a string.
Alias: `First Name Local Name`"
delivery_dev,service_project_management_gld,contact,31,gdn_rsrc_ind,boolean,YES,"Indicator for garden resources, boolean data type."
delivery_dev,service_project_management_gld,contact,32,generic_resource_ind,boolean,YES,"Indicator for generic resource usage, with boolean data type."
delivery_dev,service_project_management_gld,contact,33,group_id,string,YES,"Identifier for a specific group, stored as a string.
Alias: `Group Identifier`
key constraints: `group_id` is a foreign key column in this table which refers to `pse_group` table where the primary key column is `id`."
delivery_dev,service_project_management_gld,contact,34,hist_sch_utilization_billable_hours_nbr,"decimal(16,2)",YES,Historical school utilization - billable hours for a non-branded data type (DECIMAL)
delivery_dev,service_project_management_gld,contact,35,hist_sch_utilization_credited_hours_nbr,"decimal(16,2)",YES,"Historical school utilization credited hours for non-branded data, stored as a decimal."
delivery_dev,service_project_management_gld,contact,36,hist_sch_utilization_excluded_hours_nbr,"decimal(16,2)",YES,Historical school utilization excluded hours (decimal)
delivery_dev,service_project_management_gld,contact,37,hist_sch_utilization_held_hours_nbr,"decimal(16,2)",YES,"Historical school utilization, measured in hours, for non-branded schools. Data type: DECIMAL."
delivery_dev,service_project_management_gld,contact,38,hist_sch_utilization_non_billable_hrs_nbr,"decimal(16,2)",YES,Historical school non-billable hours (decimal)
delivery_dev,service_project_management_gld,contact,39,hist_sch_utilization_pct,"decimal(38,18)",YES,"Historical school utilization percentage, stored as a decimal."
delivery_dev,service_project_management_gld,contact,40,historical_utilization_billable_hours_nbr,"decimal(16,2)",YES,"Historical billable hours utilization for NBRA, stored as a decimal value.
Alias: `Historical Utilization Bill Able Hours Number`"
delivery_dev,service_project_management_gld,contact,41,historical_utilization_calendar_hours_nbr,"decimal(16,2)",YES,"Historical utilization rate in decimal format, based on calendar hours for the Nth brand.
Alias: `Historical Utilization Calendar Hours Number`"
delivery_dev,service_project_management_gld,contact,42,historical_utilization_credited_hours_nbr,"decimal(16,2)",YES,"Historical credited hours for utilization, represented as a decimal.
Alias: `Historical Utilization Credited Hours Number`"
delivery_dev,service_project_management_gld,contact,43,historical_utilization_excluded_hours_nbr,"decimal(16,2)",YES,"Historical utilization excluded hours for the Nth brand, represented as a decimal.
Alias: `Historical Utilization Excluded Hours Number`"
delivery_dev,service_project_management_gld,contact,44,historical_utilization_non_billable_hrs_nbr,"decimal(16,2)",YES,"Historical non-billable hours utilization, decimal
Alias: `Historical Utilization Non Bill Able Hours Number`"
delivery_dev,service_project_management_gld,contact,45,historical_utilization_pct,"decimal(38,18)",YES,"Historical utilization percentage, stored as a decimal.
Alias: `Historical Utilization Percent`"
delivery_dev,service_project_management_gld,contact,46,historical_utilization_target_attainment_pct,"decimal(38,18)",YES,"Historical utilization target attainment percentage (Decimal)
Alias: `Historical Utilization Target Attainment Percent`"
delivery_dev,service_project_management_gld,contact,47,historical_utilization_target_hours_nbr,"decimal(16,2)",YES,"Target hours of utilization for a brand (decimal)
Alias: `Historical Utilization Target Hours Number`"
delivery_dev,service_project_management_gld,contact,48,historical_utilization_target_pct,"decimal(38,18)",YES,"Historical utilization target percentage (DECIMAL)
Alias: `Historical Utilization Target Percent`"
delivery_dev,service_project_management_gld,contact,49,is_deleted_ind,boolean,YES,"Indicator flag denoting whether a record has been deleted (TRUE) or not (FALSE).
Alias: `Is Record Logically Deleted?`"
delivery_dev,service_project_management_gld,contact,50,is_resource_active_ind,boolean,YES,"Indicator flag denoting whether a resource is active or not, with boolean data type."
delivery_dev,service_project_management_gld,contact,51,is_resource_id,boolean,YES,"Indicates if the record is a resource ID, with boolean data type.
Alias: `Is Resource Identifier`"
delivery_dev,service_project_management_gld,contact,52,job_cd,string,YES,"Job code as a string
Alias: `Job Code`"
delivery_dev,service_project_management_gld,contact,53,job_level_nm,string,YES,"Job level designation, represented as a string.
Alias: `Job Level Name`"
delivery_dev,service_project_management_gld,contact,54,last_modified_by_employee_email_txt,string,YES,"The email address of the employee who last modified the record.
Alias: `Last Modified By Employee Email Text`"
delivery_dev,service_project_management_gld,contact,55,last_modified_by_employee_nm,string,YES,"Name of the employee who last modified the data
Alias: `Last Modified By Employee Name`"
delivery_dev,service_project_management_gld,contact,56,last_modified_by_employee_reference_nbr,string,YES,"Employee reference number for the last modifier
Alias: `Last Modified By Employee Reference Number`"
delivery_dev,service_project_management_gld,contact,57,last_modified_by_id,string,YES,"Identifier for the user who last modified the record
Alias: `Last Modified By Identifier`"
delivery_dev,service_project_management_gld,contact,58,last_modified_dt,timestamp,YES,"Timestamp indicating the last modification of the respective data entry.
Alias: `Last Modified Date`"
delivery_dev,service_project_management_gld,contact,59,last_name_local_nm,string,YES,"Customer last name in local format, string data type.
Alias: `Last Name Local Name`"
delivery_dev,service_project_management_gld,contact,60,mailing_address_txt,string,YES,"Text field containing mailing address information.
Alias: `Mailing Address Text`"
delivery_dev,service_project_management_gld,contact,61,manager_nm,string,YES,"Name of the manager, string data type
Alias: `Manager Name`"
delivery_dev,service_project_management_gld,contact,62,manager_pern_nbr,string,YES,"Manager's personal number, stored as a string.
Alias: `Manager Person Number`"
delivery_dev,service_project_management_gld,contact,63,name_nm,string,YES,"Description: Specifies the contact or resource name.
Alias: `Contact Name`"
delivery_dev,service_project_management_gld,contact,64,non_billable_external_hours_nbr,"decimal(16,2)",YES,"Records non-billable hours spent on external tasks, stored as a decimal value.
Alias: `Non Bill Able External Hours Number`"
delivery_dev,service_project_management_gld,contact,65,non_billable_internal_hours_nbr,"decimal(16,2)",YES,"Records non-billable hours worked by internal staff, stored as a decimal data type.
Alias: `Non Bill Able Internal Hours Number`"
delivery_dev,service_project_management_gld,contact,66,pern_id,string,YES,"Employee ID in string format
Alias: `Person Identifier`"
delivery_dev,service_project_management_gld,contact,67,practice_id,string,YES,"Unique identifier for a practice session
Alias: `Practice Identifier`
key constraints: `practice_id` is a foreign key column in this table which refers to `pse_practice` table where the primary key column is `id`."
delivery_dev,service_project_management_gld,contact,68,region_id,string,YES,"The region identifier, stored as a string.
Alias: `Region Identifier`
key constraints: `region_id` is a foreign key column in this table which refers to `pse_region` table where the primary key column is `id`."
delivery_dev,service_project_management_gld,contact,69,resource_nm,string,YES,"The name of the resource, represented as a string.
Alias: `Resource Name`"
delivery_dev,service_project_management_gld,contact,70,resource_role_nm,string,YES,"Role name of the resource, string data type.
Alias: `Resource Role Name`"
delivery_dev,service_project_management_gld,contact,71,scheduled_utilization_billable_hours_nbr,"decimal(16,2)",YES,"Scheduled billable hours for the NBRAnd department, represented as a decimal value.
Alias: `Scheduled Utilization Bill Able Hours Number`"
delivery_dev,service_project_management_gld,contact,72,scheduled_utilization_calendar_hours_nbr,"decimal(16,2)",YES,"Scheduled utilization percentage during business hours for a given brand, represented as a decimal.
Alias: `Scheduled Utilization Calendar Hours Number`"
delivery_dev,service_project_management_gld,contact,73,scheduled_utilization_credited_hours_nbr,"decimal(16,2)",YES,"Scheduled utilization credited hours for a specific brand, stored as a decimal value.
Alias: `Scheduled Utilization Credited Hours Number`"
delivery_dev,service_project_management_gld,contact,74,scheduled_utilization_excluded_hours_nbr,"decimal(16,2)",YES,"Scheduled utilization excluded hours for a specific brand, stored as a decimal.
Alias: `Scheduled Utilization Excluded Hours Number`"
delivery_dev,service_project_management_gld,contact,75,scheduled_utilization_held_hours_nbr,"decimal(16,2)",YES,"Scheduled utilization held hours for the specified brand, stored as a decimal value.
Alias: `Scheduled Utilization Held Hours Number`"
delivery_dev,service_project_management_gld,contact,76,scheduled_utilization_non_billable_hrs_nbr,"decimal(16,2)",YES,"Scheduled non-billable hours for a non-billable resource, decimal data type.
Alias: `Scheduled Utilization Non Bill Able Hours Number`"
delivery_dev,service_project_management_gld,contact,77,scheduled_utilization_pct,"decimal(38,18)",YES,"Scheduled utilization percentage as a decimal
Alias: `Scheduled Utilization Percent`"
delivery_dev,service_project_management_gld,contact,78,scheduled_utilization_target_attainment_pct,"decimal(38,18)",YES,"Scheduled Utilization Target Attainment Percentage (Decimal)
Alias: `Scheduled Utilization Target Attainment Percent`"
delivery_dev,service_project_management_gld,contact,79,scheduled_utilization_target_hours_nbr,"decimal(16,2)",YES,"Scheduled utilization target hours for a specific brand, represented as a decimal value.
Alias: `Scheduled Utilization Target Hours Number`"
delivery_dev,service_project_management_gld,contact,80,scheduled_utilization_target_pct,"decimal(38,18)",YES,"Scheduled Utilization Target Percentage (Decimal)
Alias: `Scheduled Utilization Target Percent`"
delivery_dev,service_project_management_gld,contact,81,source_create_utc_ts,timestamp,YES,"Timestamp indicating when the data was created in the source system (UTC).
Alias: `Source Create Utc Timestamp`"
delivery_dev,service_project_management_gld,contact,82,source_file_nm,string,YES,"The name of the source file from which the data was extracted.
Alias: `Source File Name`"
delivery_dev,service_project_management_gld,contact,83,source_file_ts,timestamp,YES,"Timestamp indicating the source file's creation or modification time.
Alias: `Source File Timestamp`"
delivery_dev,service_project_management_gld,contact,84,source_system_cd,string,YES,"Code indicating the source system of the data.
Alias: `Source System Code`"
delivery_dev,service_project_management_gld,contact,85,source_update_utc_ts,timestamp,YES,"Timestamp of the source's last update in Coordinated Universal Time (UTC).
Alias: `Source Update Utc Timestamp`"
delivery_dev,service_project_management_gld,contact,86,system_mod_stamp_ts,timestamp,YES,Timestamp indicating the last system modification time.
delivery_dev,service_project_management_gld,contact,87,title_txt,string,YES,"Textual data representing the title of a document or entry.
Alias: `Contact Title`"
delivery_dev,service_project_management_gld,contact,88,total_utilization_pct,"decimal(8,2)",YES,"Percentage of total utilization, stored as a decimal.
Alias: `Total Utilization Percent`"
delivery_dev,service_project_management_gld,contact,89,udp_create_utc_ts,timestamp,YES,UTC timestamp indicating when a record was created.
delivery_dev,service_project_management_gld,contact,90,udp_update_utc_ts,timestamp,YES,Timestamp of the most recent UDP update (UTC).
delivery_dev,service_project_management_gld,contact,91,utilization_calculation_ts,timestamp,YES,"Timestamp of utilization calculation
Alias: `Utilization Calculation Timestamp`"
delivery_dev,service_project_management_gld,contact,92,utilization_last_update_ts,timestamp,YES,"Timestamp of the last update to the utilization data.
Alias: `Utilization Last Update Timestamp`"
delivery_dev,service_project_management_gld,contact,93,utilization_last_updated_by_id,string,YES,"Identifier of the user who last updated the utilization data.
Alias: `Utilization Last Updated By Identifier`"
delivery_dev,service_project_management_gld,contact,94,utilization_target_attainment_pct,"decimal(8,2)",YES,"Percentage of attainment towards the utilization target.
Alias: `Utilization Target Attainment Percent`"
delivery_dev,service_project_management_gld,contact,95,utilization_target_average_pct,"decimal(8,2)",YES,"Average percentage of utilization target, decimal data type.
Alias: `Utilization Target Average Percent`"
delivery_dev,service_project_management_gld,contact,96,utilization_target_pct,"decimal(8,2)",YES,"Percentage of target utilization, decimal format
Alias: `Utilization Target Percent`"
delivery_dev,service_project_management_gld,contact,97,work_calendar_id,string,YES,"Identifier for work calendar, stored as a string.
key constraints: `work_calendar_id` is a foreign key column in this table which refers to `pse_work_calendar` table where the primary key column is `id`."
delivery_dev,service_project_management_gld,contact,98,worker_status_nm,string,YES,Employee employment status code or abbreviation.
delivery_dev,service_project_management_gld,contact,99,start_dt,timestamp,YES,"Start date and time, TIMESTAMP data type."
delivery_dev,service_project_management_gld,contact,100,last_dt,timestamp,YES,The last date and time at which the corresponding data was updated or processed.
delivery_dev,service_project_management_gld,contact,101,sales_organization_lookup_id,string,YES,"Identifier for sales organization lookup, stored as a string."
delivery_dev,service_project_management_gld,contact,102,original_pern_nbr,string,YES,"The original name of the brand, stored as a string."
delivery_dev,service_project_management_gld,contact,103,intercompany_gsap_id,string,YES,"Intercompany GSAP identifier, stored as a string."
delivery_dev,service_project_management_gld,contact,104,intercompany_pernr_nbr,string,YES,Intercompany personnel number in string format
delivery_dev,service_project_management_gld,contact,105,record_type_id,string,YES,"Identifier for the type of record, stored as a string."
delivery_dev,service_project_management_gld,contact,106,enabled_override_ind,boolean,YES,Indicator for enabled override status
delivery_dev,service_project_management_gld,contact,107,psa_enabled_ind,boolean,YES,Indicator if PSA is enabled
delivery_dev,service_project_management_gld,pse_assignment,0,id,string,YES,Unique identifier as a string
delivery_dev,service_project_management_gld,pse_assignment,1,owner_id,string,YES,Unique identifier for the owner
delivery_dev,service_project_management_gld,pse_assignment,2,is_deleted_ind,boolean,YES,Flag indicating whether record is deleted
delivery_dev,service_project_management_gld,pse_assignment,3,name_nm,string,YES,Name in normal form
delivery_dev,service_project_management_gld,pse_assignment,4,currency_iso_cd,string,YES,ISO 4217 currency code
