employee_id,skill_id,skill_name,proficiency,experience_value,last_used_year_value,etl_date,ingest_ts,ingest_ts_offset
cfc43645-2006-4e66-b327-a7c500881bfe,6ec90c67-cf91-426c-a708-a9b600f58518,User Datagram Protocol (UDP),3,4.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
cfc43645-2006-4e66-b327-a7c500881bfe,18cab8b6-fb4b-42a6-9789-aaacff92c846,UNIX,3,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
cfc43645-2006-4e66-b327-a7c500881bfe,b23b777a-abb7-4f65-b483-a9b600f57f17,TCP/IP,3,4.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
7bed8c4f-2872-4d02-8821-a4b500760b96,36525c7f-10f5-4929-97a8-a9b600f5854c,XSLT,2,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6c532f8b-5244-45ed-a5b6-4d0671db7d26,4eb46738-eef9-44ab-9425-a9b600f58136,Microsoft Access,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ac89cd4a-2886-49da-a441-ba548683130f,70642a53-14eb-45e0-b789-a9b600f58b3b,Adobe Flex,4,7.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
f5353288-86cf-432d-b3b3-a65c00ab1bb9,9c432e7d-9298-4150-a717-28410227bfad,Oracle Exadata,5,9.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
2b650318-2307-4a35-8f2b-a7a000d8b796,f88fcc60-3535-4554-9c48-a9b600f57f17,SQL,5,11.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
677cdd4d-32f7-4692-93a2-a86200beb96c,dd7346e4-2a7f-474d-a476-a9b600f58783,Content Management System,4,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e513729c-d101-40ec-a844-a69b00a59512,86f3522b-6a5c-4286-9482-a9b600f58246,Elasticsearch,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
caf61756-e6d6-4756-bfac-a84800b60f8b,e91a7b31-75cf-4763-a9ab-a9b600f58103,Version Control,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
a8b11cab-7ba6-4298-ad1d-64f71a468020,de009730-d72a-4d15-9b95-a9b600f580bd,TeamCity,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
300c5d29-359b-4aec-817e-a80200d2cbe9,18cab8b6-fb4b-42a6-9789-aaacff92c846,UNIX,5,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
d4c03006-8a2f-40e3-8f69-a5f600e53fa3,18c0e4ed-5833-4189-afb1-a9b600f57f17,C Programming Language,1,5.0,2011,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
725cf995-34b8-4c95-b7ad-cded500e2df2,35ba76c9-2a62-4594-b9ab-a9b600f57f17,Java,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
fe3cb0fe-242d-40e4-a88b-a72100e62d2d,ae00aa97-e74a-439d-8783-a9b600f57f17,MathWorks MATLAB,5,10.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
a87a8b57-1331-49b9-ace9-4f149eb3bfc1,cbe0ebaa-b3f6-47c0-9829-a9b600f583e8,Microsoft Windows PowerShell,1,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
1b8d3519-e7d7-4afd-b3e4-a87a0090ce04,155fc2e8-0c2d-42d9-a810-a9b600f57e73,C++,5,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
7f65b9ba-be0f-43af-9f8c-a7d10075ecf5,4b0f9fb5-d560-4090-8a9c-a9b600f581f2,Mockito,4,0.5,2025,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e2c9be1b-d573-4f35-aad6-be31c264d967,965b7621-441c-45ad-8011-a9b600f5854c,Log4j,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,625981ff-deee-4c70-97b9-a9b600f57e73,Microsoft Excel,3,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,aa785885-534d-482d-989f-a9b600f57f4a,Resource Management,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,76a2961b-d8a7-4dd4-ba58-32a34796c593,Mocha,3,2.0,2013,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,753045ae-d188-4abc-b490-705ac7125d3d,.NET Framework,3,4.0,2007,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,ab71fa1f-2d90-4f7a-b7d5-a9b600f5835b,Microsoft Visual C/C++,3,4.0,2007,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
683a7261-5cea-4909-b48b-9f7300b91dfa,59e1d569-fd4c-4b63-ac8a-d0ffe25c0e6b,Qt,3,4.0,2007,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
c9a265c1-c965-46fd-ac7c-07070fdf61be,918db13a-0b44-4c60-b323-abe601776bd7,Automotive hardware-in-loop (HIL) testing,3,7.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
c9a265c1-c965-46fd-ac7c-07070fdf61be,d558da19-b9ca-4ed2-94f5-7b73a21bc11a,SPI,3,4.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
c9a265c1-c965-46fd-ac7c-07070fdf61be,230dbfb2-0931-4dac-a86b-ab20017dfc03,Hardware-In-The-Loop (HIL),3,11.0,2026,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
c9a265c1-c965-46fd-ac7c-07070fdf61be,c6dd1b9d-9d4e-4dcb-aee7-abce010606c5,Autonomous Emergency Braking (AEB),3,3.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
c9a265c1-c965-46fd-ac7c-07070fdf61be,9708ca93-b9f5-4517-82f9-abdc0137915b,Complete Vehicle Validation,3,7.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,146e83a9-327e-4d5c-842a-a9b600f58827,Data Analysis,3,2.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,a8d0e8e7-aec9-462a-83b5-dce7e729c2fb,Intel Fortran,3,3.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,3f8511c1-ddf5-497c-87af-8f6a445830a4,PC Simulation,3,5.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,fbb710a7-37e9-48e8-848e-8f0ee9e51489,Maple professional,3,3.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,288d4aed-6e8f-4c77-bc92-a9b600f581f2,Visual Basic for Applications,2,3.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,3079ca8c-a2d7-4663-89f6-a9b600f58001,Atlassian Confluence,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,4ea73731-c2f0-499b-b4ae-c21631562462,Doxygen,3,0.5,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,5e4d5462-fafb-4067-bc30-a9b600f5854c,Integration Testing,3,4.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,34d67e8e-dd52-43cd-9e52-a9b600f58b86,Qt Creator,3,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
00bc452b-faf4-4c7f-84bb-9ecc00d5dc76,f88fcc60-3535-4554-9c48-a9b600f57f17,SQL,3,8.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,58561098-2cd2-4588-9fc9-32af1a5b8fe0,Team Lead,3,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,d13aa078-213d-4377-9673-a9b600f57f17,Communication Skills,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,9b2c2452-35ab-4733-97f5-a9b600f57f17,Teamwork,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,d0788b76-d021-4409-aab3-a9b600f57f4a,Requirements Analysis,4,2.0,2021,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4be253f2-cf7b-4091-a0ae-4ef26ab819ab,753045ae-d188-4abc-b490-705ac7125d3d,.NET Framework,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e858346f-daa5-40de-9811-a0b3013b24cb,b7105920-ebe4-459b-84e2-566dca07a649,Fenergo,4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,91c25327-8d08-4abb-b646-a9b600f582b2,Leadership,4,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,7338d3cd-4282-4464-ae23-a9b600f58213,Rest API Testing,3,3.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,d5d2933a-10c6-4aba-9c00-e33a7945c036,UI Test Automation,4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,2d5756cb-ffba-45e9-a122-a9b600f580a0,Test Planning,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,d3a431d3-2f3d-44cd-9786-7d78768ebf65,Scrumban,3,1.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,fb5131db-7905-4dca-84aa-a9b600f5806d,Quality Assurance,5,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,3079ca8c-a2d7-4663-89f6-a9b600f58001,Atlassian Confluence,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,110df7ba-1b49-4e52-a9f4-ab91010b4412,BDD (Behavior Driven Development),3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,47e87284-3d24-4b1e-be2e-a9b600f580a0,Decision-making Skills,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,ade375a4-bc71-4827-9a69-a9b600f57e73,Project Management,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,73a689d2-c896-4278-a256-aae300e0357c,Requirements Engineering,3,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,58af347c-0fa2-4877-bfb1-9feeb1e556c2,Agile Project Management,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,59f92da5-561b-4e0b-a72c-a9b600f59d07,Project Coordination,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,95b00b46-6c84-4f47-9d6e-a9b600f5955b,Planning Skills,3,9.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,58561098-2cd2-4588-9fc9-32af1a5b8fe0,Team Lead,3,3.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,38714810-ac07-4850-b448-283d56c1d4eb,Test design,3,3.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
67ad57c5-008c-4051-bde6-a56200bd683a,5dcb1a27-a22b-4b44-9ad0-a9b600f57f4a,Git,3,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
6aaf018f-88ac-4fe5-a7a6-a30a0126123f,c9231515-df29-4ba6-92e5-396713c3a592,Test Management,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,b2309555-1bb3-4791-afad-a9b600f581ba,AWS,3,2.0,2022,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,a82b301d-acdb-4ffc-a3c2-1f01fd84bc49,Oracle Virtual Box,3,4.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,5bc25272-dc36-4601-aee5-c9f24f097c2c,Visual Studio Code (VS Code),3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,d9f30de5-2ad1-4deb-aa55-52a9e63e4812,Docker,3,2.0,2022,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,19b724a7-8f82-4ad3-b93f-abe400c41d60,Carmen,3,6.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,178ae7a1-3935-47b0-bed0-fc30349da852,MATLAB Simulink,4,3.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,7381db9d-ad40-4e9c-abe8-c15c9104eb33,TortoiseGIT,4,2.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,c47c4b3b-8904-473e-afb4-ac21009e48f0,E-SYS,3,2.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,858bfb2b-1a04-4292-8a2a-ac21009dd182,EDIABAS,3,2.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,9fafb4c3-0202-4aaf-b4e7-ab5801331fd8,Scrum Master,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,9f5edde2-1ffb-40cc-aa23-f6dda5025e9f,Software Development,3,5.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5bb4e57b-5ea7-4165-9e37-babbd3e4e4c2,800c04ff-d6ce-4b23-8ebd-a9b600f58001,Team Management,3,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
300c5d29-359b-4aec-817e-a80200d2cbe9,5f6e559f-b0da-4a3f-aaa3-a9b600f58103,Jenkins,4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,b4fd64b4-7bd6-41c5-b4e4-de28fa0a6d5c,React,5,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,7331e35f-9607-4a78-b129-e1bfefe51505,React Native,5,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,924813fa-e70a-44c2-a6a5-a9b600f57f4a,JavaScript,5,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,35ba76c9-2a62-4594-b9ab-a9b600f57f17,Java,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,0ecc1c46-2bae-4b54-8dbe-a9b600f5815c,Spring Boot,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,f88fcc60-3535-4554-9c48-a9b600f57f17,SQL,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,675ae4f5-6171-4a9a-976e-a9b600f57f17,PHP,3,1.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,dd04ba07-b64a-4083-9eb0-a9b600f57fc4,jQuery,3,1.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9565f2b1-619b-437c-b7d5-42ff4f0ba3b7,f20e2bfe-f5db-4765-ad47-2b3b7cf42cbc,PHP Laravel,3,0.5,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
f375f5e5-8daf-4a3b-88a2-a4bb00dd4e30,e0dc1af8-19c4-469e-b77e-a9b600f58704,Objective C,2,1.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
94cd2330-7aea-4fa4-b0ee-972402be57ab,4ae3fd68-a718-4e55-ac6f-a9b600f58213,Micro Focus LoadRunner,1,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
7d6705ae-4398-4bf3-ab11-143eff140695,a410ee9d-3c61-4631-aee6-fb8fb6752052,Crucible,5,7.0,2018,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
363b5586-e490-4098-937d-ad48cc7d39c6,086b07cb-b8e4-441a-87cf-a9b600f57f95,PL/SQL,2,1.0,2013,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
033bc8a3-d67d-447e-8a0c-ec2d9ba6cdb0,da0c4ad5-b08a-4b64-8c5e-a9b600f58246,Hadoop,5,3.8,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e38e39f4-2117-47fd-96a9-9e9800cfb939,6237f8d8-37e2-43f9-8553-ac1868a6dfa3,PuTTY,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ed8a9731-0f21-4466-8689-a81500eefa77,36525c7f-10f5-4929-97a8-a9b600f5854c,XSLT,5,9.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
f375f5e5-8daf-4a3b-88a2-a4bb00dd4e30,cb634fa1-1da2-4592-926c-a9b600f57e73,MySQL,3,1.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29944176-d722-457d-ba40-9dfe01271197,a2dcfb1a-0825-4bf1-b7b4-a9b600f57f17,HTML,1,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
12a9b2cf-2443-44f0-a2c6-a1a5010680c0,529c3e78-27a5-4b43-8640-504dbbc7c221,Continuous Monitoring,3,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
102fc0f6-90ba-4980-aafd-0f88699588f7,a76b0322-699e-453e-af22-a9b600f585ae,Entity Framework (EF Core),3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
164c192e-ab64-429f-bf41-a05301376aff,924813fa-e70a-44c2-a6a5-a9b600f57f4a,JavaScript,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
300c5d29-359b-4aec-817e-a80200d2cbe9,36525c7f-10f5-4929-97a8-a9b600f5854c,XSLT,3,3.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
fb58f4a0-70c2-425a-b18f-a81000987fc8,5534a1ba-ed59-4424-a42d-a9b600f580bd,Perforce,3,1.0,2018,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
a8b11cab-7ba6-4298-ad1d-64f71a468020,18c0e4ed-5833-4189-afb1-a9b600f57f17,C Programming Language,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
f7c34673-ebde-482b-833f-a7c8009ae251,8a32e3de-89e5-44dd-84d9-261c39bf90ba,TeXnicCenter,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
64b1c502-af48-48b7-8f5e-9f910fb6ed19,8cb164ad-e3b2-4e21-a770-a9b600f58246,OpenStack,3,4.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d20d083-e9ea-47da-81b1-b639668842ab,74682ea8-00da-4a54-a052-a9b600f593b0,EIGRP (Enhanced Interior Gateway Routing Protocol),1,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e513729c-d101-40ec-a844-a69b00a59512,059aea1f-f1d9-4669-9f4d-a9b600f58827,Apache Cassandra,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4df05956-b044-4584-888b-31c54aae8f3d,068b392f-0177-463c-a638-a9b600f58136,Cucumber,3,1.5,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
fb58f4a0-70c2-425a-b18f-a81000987fc8,508965bb-2937-4541-b21c-a9b600f57fc4,Scrum framework,5,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ee476ad9-31fd-48c5-95c6-a869008cb5bb,eb14c5bd-fc4f-493b-99fb-a9b600f58b5b,RHEL,4,1.0,2015,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
93c8d9b1-cb3b-4637-bafb-94fcf9c2e020,457bba70-f106-4a5e-af4f-a9b600f5815c,Apache Ant,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
12a9b2cf-2443-44f0-a2c6-a1a5010680c0,03a80f0a-c70f-406f-b4da-a9b600f5885f,Jasmine,3,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
