employee_id,business_domain_id,domain_name,proficiency,experience_value,etl_date,ingest_ts,ingest_ts_offset
433501d4-f364-497c-bba8-28d0d01bef86,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,4,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
febb72aa-9593-49f4-982e-829718e3bd64,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,7.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
033bc8a3-d67d-447e-8a0c-ec2d9ba6cdb0,89331b1a-46a4-44b3-b51e-66f5f1bd43b1,Market data and reference data provider,4,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
386e1198-d0c4-44b2-93c8-642391bea2e6,95038c56-623e-42df-b46f-0416b96d8a10,IT shared services,4,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
957d1b25-1fe3-47d7-8ff2-b79c2b1ae639,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,2,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
27dd41e9-8bff-4098-943a-a5c600797e3b,91832af1-28f5-4b5b-a2f0-5e8204d26467,Financial industry technology,1,9.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
6443482d-b378-4384-8118-a7a600a4c45c,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
05747120-bef7-4ac2-a420-a61d00422925,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,5,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a87a8b57-1331-49b9-ace9-4f149eb3bfc1,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
655ee514-734f-45fc-a277-a4d400d86a1e,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,4,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
004e784d-6b15-45ae-8b45-a03801419057,28390c8e-564a-4ad6-a51b-6737f4701ec0,Commercial bank,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
b512be12-1570-4aaf-bab7-a54700e7db32,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
da619438-f5d8-46fd-8ca4-aaa73c45f32f,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,7.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
4793166a-76e1-42dc-86c9-4e2c6495a715,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
0eae3b5d-92d1-42fe-85bf-a5f6007faedb,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
f7a87855-9ce5-4420-ac1e-9ea100ff4c28,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,5,8.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
89bc21df-3557-43df-adb9-a61900e2171b,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7bed8c4f-2872-4d02-8821-a4b500760b96,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,4,8.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
882ab4d5-3e49-44ad-b648-a78300844059,d980ffe7-43a3-4d5f-95d3-12b9106cd2e0,Taxes and accounting,4,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
4b7b5afb-e7ba-49c3-b344-c672fc88d9ad,737dbe07-02c2-4f94-b630-a0fc2e06db79,Risk IT,5,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
ed8a9731-0f21-4466-8689-a81500eefa77,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,9.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
03f36de3-715d-42f6-a546-a12b00def5f1,89331b1a-46a4-44b3-b51e-66f5f1bd43b1,Market data and reference data provider,2,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
353ec16f-d0a5-4f35-b3f2-a60c00bb2620,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,3,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fc2dfbbd-c510-4982-a99f-581223238829,737dbe07-02c2-4f94-b630-a0fc2e06db79,Risk IT,2,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a87a8b57-1331-49b9-ace9-4f149eb3bfc1,95038c56-623e-42df-b46f-0416b96d8a10,IT shared services,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
f7a87855-9ce5-4420-ac1e-9ea100ff4c28,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,5,11.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
769fb113-e881-4bf5-bdea-db346fa096f4,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,4,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
353ec16f-d0a5-4f35-b3f2-a60c00bb2620,95038c56-623e-42df-b46f-0416b96d8a10,IT shared services,3,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
00bc452b-faf4-4c7f-84bb-9ecc00d5dc76,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,1,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
189e1131-025d-4e29-8ef3-5de513181a1e,c385417d-973b-41b5-b07f-030e603aae0b,Retail bank,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a496acdd-d0a3-4f87-b9e8-9e4b00cdc09e,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,5,8.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
f7880250-b438-4c01-ab5b-a4a400e20460,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
4df05956-b044-4584-888b-31c54aae8f3d,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
4df05956-b044-4584-888b-31c54aae8f3d,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,4,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
43582224-2a0b-4254-a932-a8ff00cb9f84,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,1,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
0dbb8249-8cd3-40e7-99a0-eee3f62b0c50,95038c56-623e-42df-b46f-0416b96d8a10,IT shared services,3,7.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
92f6f455-3651-441c-9ff7-a7620088b482,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,4,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
aca55b81-35ea-4e36-80de-a81500ee45be,6c0b81c7-e792-4b7a-a52a-1e392de92a4a,Treasury function,3,8.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
ac89cd4a-2886-49da-a441-ba548683130f,91832af1-28f5-4b5b-a2f0-5e8204d26467,Financial industry technology,4,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
f8a21213-e855-4cb5-b82d-a8f3004dbae5,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,2,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
f8a21213-e855-4cb5-b82d-a8f3004dbae5,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7c36df98-997d-4f40-8926-b3c16974a2e8,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,5,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a4ee1744-4d94-471d-a396-edb1c5a1e7d6,3241708b-d95a-48d4-a66c-9130975d692e,Insurance company,4,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a4ee1744-4d94-471d-a396-edb1c5a1e7d6,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a4ee1744-4d94-471d-a396-edb1c5a1e7d6,5dd3d820-118b-4e94-9ad7-c036d5784c05,Healthcare,1,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a4ee1744-4d94-471d-a396-edb1c5a1e7d6,62bf3c7e-8dcc-48ac-b0a5-5b7a723728f8,Human Resources,1,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
8b62702e-a2be-471c-a16d-a5f0007d5bfa,d3507383-a11f-4557-84a6-8abd955c0e17,Central bank / financial regulator,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
593d1618-fbd2-449c-9c43-92d45e82e9c9,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
593d1618-fbd2-449c-9c43-92d45e82e9c9,c385417d-973b-41b5-b07f-030e603aae0b,Retail bank,2,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
9382ac65-20f3-4579-9626-a862009d1c2a,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
9382ac65-20f3-4579-9626-a862009d1c2a,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
9382ac65-20f3-4579-9626-a862009d1c2a,c35f013a-6484-4696-a485-aedf2d998fd6,Trading,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
593d1618-fbd2-449c-9c43-92d45e82e9c9,28390c8e-564a-4ad6-a51b-6737f4701ec0,Commercial bank,2,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
189e1131-025d-4e29-8ef3-5de513181a1e,3241708b-d95a-48d4-a66c-9130975d692e,Insurance company,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
51dffc06-e520-445a-9ba7-a634d26e7ca9,d3507383-a11f-4557-84a6-8abd955c0e17,Central bank / financial regulator,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1c4a8b62-2894-46d6-bac4-a7310106e2fc,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,2,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
4be253f2-cf7b-4091-a0ae-4ef26ab819ab,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,2,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
80ad8c09-db66-4ab3-86b6-a78300be9b24,737dbe07-02c2-4f94-b630-a0fc2e06db79,Risk IT,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
80ad8c09-db66-4ab3-86b6-a78300be9b24,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
80ad8c09-db66-4ab3-86b6-a78300be9b24,140713e0-19f8-4e92-8210-e1ff82ee6547,Accounting,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
80ad8c09-db66-4ab3-86b6-a78300be9b24,35c0cd5a-ba39-42b3-b4a3-59d359655623,Legal Advisory,3,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
80ad8c09-db66-4ab3-86b6-a78300be9b24,62bf3c7e-8dcc-48ac-b0a5-5b7a723728f8,Human Resources,3,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
5ab3e629-19c9-4932-9afd-ed9bfa3629b9,3db8d320-8a86-401c-8d2a-9b8171fdd44a,Security IT,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
b1ef7dd4-2005-4ee0-a8f8-a50e00ad3cad,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
c4c6ee21-f708-42bd-8c7c-85bb6f60825d,28390c8e-564a-4ad6-a51b-6737f4701ec0,Commercial bank,3,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
828338b4-a188-433d-9235-9219bd9724f4,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,88f74b36-4b5e-45c0-8934-5293c2bba27c,Real Estate,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,5ac16105-8a0f-4dfa-9dec-28ee6d4b224c,Cash Management,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,289658c2-c30a-45ef-88ab-35b866c5743d,Public Administration,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
1bac2cec-7c6f-451b-a084-9d3cd5de4d1b,7fbd148a-b02e-4717-a01e-adeee841848c,Building and construction,3,7.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7f3af646-145f-4eb5-b1a3-a58300a82f78,91832af1-28f5-4b5b-a2f0-5e8204d26467,Financial industry technology,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,3241708b-d95a-48d4-a66c-9130975d692e,Insurance company,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,d3507383-a11f-4557-84a6-8abd955c0e17,Central bank / financial regulator,5,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,9b20b634-f340-4187-a036-9d00910c5539,Clearing house,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,97ae2b6c-ba62-4911-b4a6-46519d53b01b,Finance IT,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,89331b1a-46a4-44b3-b51e-66f5f1bd43b1,Market data and reference data provider,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,d980ffe7-43a3-4d5f-95d3-12b9106cd2e0,Taxes and accounting,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,140713e0-19f8-4e92-8210-e1ff82ee6547,Accounting,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,91832af1-28f5-4b5b-a2f0-5e8204d26467,Financial industry technology,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,c385417d-973b-41b5-b07f-030e603aae0b,Retail bank,5,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,6c0b81c7-e792-4b7a-a52a-1e392de92a4a,Treasury function,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,5ac16105-8a0f-4dfa-9dec-28ee6d4b224c,Cash Management,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,d9de6682-85f3-408a-942e-9acc4ca577ce,Consulting and financial services,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,737dbe07-02c2-4f94-b630-a0fc2e06db79,Risk IT,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,a7d5a7cb-2dec-4e02-b53f-8c57eedc4ca8,Corporate Finance,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,28390c8e-564a-4ad6-a51b-6737f4701ec0,Commercial bank,5,10.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fbee61e6-dc93-4350-9f44-a5d200cab6a8,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7b682a54-4ce5-4365-b897-e8d674d2349d,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7b682a54-4ce5-4365-b897-e8d674d2349d,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7b682a54-4ce5-4365-b897-e8d674d2349d,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
7b682a54-4ce5-4365-b897-e8d674d2349d,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
0c6ea7bd-3de0-422c-ae5f-99a178d6ab9c,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
0c6ea7bd-3de0-422c-ae5f-99a178d6ab9c,79b3555b-8b73-4ba5-b801-e949b3f0f3ea,Investment Banking,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
cfcd7c77-3321-4c82-bc95-37cd874a944d,140713e0-19f8-4e92-8210-e1ff82ee6547,Accounting,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
cfcd7c77-3321-4c82-bc95-37cd874a944d,5b29e7ba-c150-473d-b8be-6616a3041244,Law enforcement,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
cfcd7c77-3321-4c82-bc95-37cd874a944d,419c38d0-05b2-40ce-9ece-cf60f2c78329,Government Services,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
cfcd7c77-3321-4c82-bc95-37cd874a944d,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,0.5,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fdffbed6-a05e-4677-b1fa-31e91cc5584f,95038c56-623e-42df-b46f-0416b96d8a10,IT shared services,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
fdffbed6-a05e-4677-b1fa-31e91cc5584f,8ca09f4a-676a-468c-b847-cfd6af9d1821,Telecommunications,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
d5570b5e-b8ee-405a-b06e-ac24dcb03be3,28cf84cc-f35e-48ec-9f14-7fc970760e63,Government agency or institution,3,1.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
ffc2842b-7a56-401e-83d7-cb6384887cd2,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
08a278b0-e22b-424a-b5ab-245d26f1ee89,c47a2054-cd5d-4dcb-a3c2-ba10112c8cc9,Investment bank / global markets,3,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
08a278b0-e22b-424a-b5ab-245d26f1ee89,89331b1a-46a4-44b3-b51e-66f5f1bd43b1,Market data and reference data provider,1,5.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
34d7e2f7-d643-4bd5-880e-11bc249b256a,3241708b-d95a-48d4-a66c-9130975d692e,Insurance company,3,3.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
34d7e2f7-d643-4bd5-880e-11bc249b256a,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,3,4.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
8383d75f-dda7-4b5f-8e4f-97603f44a610,89331b1a-46a4-44b3-b51e-66f5f1bd43b1,Market data and reference data provider,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
8383d75f-dda7-4b5f-8e4f-97603f44a610,d3507383-a11f-4557-84a6-8abd955c0e17,Central bank / financial regulator,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a655337a-0e57-4f70-ad9d-60e45c875a5e,28390c8e-564a-4ad6-a51b-6737f4701ec0,Commercial bank,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
a655337a-0e57-4f70-ad9d-60e45c875a5e,5ac16105-8a0f-4dfa-9dec-28ee6d4b224c,Cash Management,3,2.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
ee3f6b4b-b5ef-423e-958c-a925b14aba0b,58c712ba-319f-4698-8a67-f6f4b3df2493,Banking,4,6.0,2026-05-04 11:32:00.077000,2026-05-05 11:46:56.465785,UTC-4
